user.id,age,Upper_character,Lower_character,Alphabets,Numeric,Punctuation,Printable,Vowel,Consonent,All_Characters,Stop words,Upper_ratio,Lower_ratio,Number_ratio,Vowel_ratio,Consonent_ratio,Punctuation_ratio
3621,,242,5475,5717,67,433,8003,2167,5836,8003,633,0.030238660502311634,0.6841184555791578,0.00837186055229289,0.2707734599525178,0.7292265400474822,0.05410471073347495
3622,,427,7386,7813,29,718,11138,2949,8189,11138,715,0.038337223918118155,0.6631352127850602,0.0026036990483031064,0.26476925839468485,0.7352307416053151,0.06446399712695278
3623,40.0,794,5671,6465,855,555,10667,2375,8292,10667,350,0.0744351739008156,0.5316396362613668,0.08015374519546264,0.22264929220961846,0.7773507077903815,0.05202962407424768
3624,37.0,201,3478,3679,121,171,4888,1445,3443,4888,286,0.04112111292962357,0.7115384615384616,0.024754500818330607,0.2956219312602291,0.7043780687397708,0.03498363338788871
3625,,956,17904,18860,14,1217,25597,7245,18352,25597,2019,0.03734812673360159,0.6994569676133922,0.000546939094425128,0.2830409813650037,0.7169590186349963,0.04754463413681291
3626,,188,3351,3539,23,145,4751,1388,3363,4751,376,0.0395706167122711,0.7053251946958535,0.00484108608713955,0.29214902125868236,0.7078509787413176,0.03051989054935803
3627,14.0,922,24294,25216,98,1396,33683,9105,24578,33683,2168,0.027372858712109968,0.7212540450672446,0.0029094795594216665,0.2703144019238191,0.7296855980761808,0.041445239438292314
3628,38.0,331,8910,9241,121,356,12522,3458,9064,12522,1011,0.026433477080338604,0.7115476760900814,0.009662993132087527,0.27615396901453443,0.7238460309854656,0.028429963264654207
3629,16.0,1137,15170,16307,105,1871,24595,6290,18305,24595,1203,0.04622890831469811,0.6167920309005895,0.0042691603984549705,0.2557430372026835,0.7442569627973166,0.07607237243342142
3630,27.0,2376,52506,54882,185,3964,73005,20825,52180,73005,4344,0.032545716046846106,0.7192110129443189,0.0025340730086980344,0.28525443462776523,0.7147455653722348,0.054297650845832476
3631,15.0,1835,30286,32121,226,2053,43877,12198,31679,43877,3251,0.04182145543223101,0.6902477379948493,0.005150762358411012,0.27800442145087406,0.721995578549126,0.04678988991954783
3632,44.0,93,2434,2527,9,89,3417,947,2470,3417,296,0.027216856892010536,0.7123207491952005,0.0026338893766461808,0.2771436932982148,0.7228563067017852,0.0260462393912789
3633,,221,5716,5937,23,255,7743,2265,5478,7743,546,0.028541908820870463,0.7382151620818804,0.0029704248999095958,0.2925222781867493,0.7074777218132506,0.032932971716388995
3634,43.0,124,1743,1867,0,110,2511,715,1796,2511,175,0.04938271604938271,0.6941457586618877,0.0,0.28474711270410197,0.7152528872958981,0.04380724810832338
3635,26.0,150,5133,5283,13,216,7085,2015,5070,7085,566,0.02117148906139732,0.7244883556810162,0.001834862385321101,0.28440366972477066,0.7155963302752294,0.03048694424841214
3636,17.0,1937,80554,82491,224,5868,110866,30920,79946,110866,8427,0.017471542222142044,0.7265888550141613,0.0020204571284253062,0.2788952429058503,0.7211047570941497,0.05292876084642722
3637,23.0,13,5473,5486,4,217,7149,2179,4970,7149,711,0.0018184361449153728,0.765561617009372,0.0005595188138201147,0.3047978738285075,0.6952021261714925,0.03035389564974122
3638,,1,1570,1571,4,57,2065,619,1446,2065,201,0.00048426150121065375,0.7602905569007264,0.001937046004842615,0.2997578692493947,0.7002421307506054,0.027602905569007265
3639,23.0,4045,105568,109613,450,5322,146334,41964,104370,146334,10199,0.02764224308773081,0.7214181256577419,0.003075156832998483,0.2867686251998852,0.7132313748001148,0.036368854811595394
3640,,115,3432,3547,11,180,4709,1278,3431,4709,289,0.024421320874920365,0.728817158632406,0.002335952431514122,0.2713952006795498,0.7286047993204502,0.03822467615204927
3641,35.0,5894,134119,140013,809,8800,191028,52872,138156,191028,12285,0.0308541156270285,0.7020907929727579,0.004234981259291832,0.2767761794082543,0.7232238205917457,0.046066545218502
3642,27.0,309,8350,8659,22,624,11910,3319,8591,11910,796,0.025944584382871536,0.7010915197313182,0.0018471872376154492,0.27867338371116707,0.7213266162888329,0.05239294710327456
3643,,203,3985,4188,14,179,5735,1520,4215,5735,300,0.035396687009590234,0.6948561464690497,0.0024411508282476025,0.26503923278116825,0.7349607672188317,0.03121185701830863
3644,,89,3818,3907,4,135,5053,1506,3547,5053,421,0.017613299030279042,0.7555907381753414,0.0007916089451810805,0.29804076786067685,0.7019592321393232,0.02671680189986147
3645,,6610,180879,187489,745,9021,252625,71145,181480,252625,18482,0.026165264720435427,0.7159980207817912,0.0029490351311232065,0.2816229589312222,0.7183770410687779,0.0357090549233053
3646,17.0,2123,40937,43060,241,3331,59671,16456,43215,59671,4274,0.035578421678872485,0.6860451475591158,0.004038812823649679,0.27577885404970587,0.7242211459502941,0.055822761475423574
3647,38.0,1614,40875,42489,439,2194,57211,16209,41002,57211,4164,0.0282113579556379,0.7144605058467777,0.007673349530684659,0.2833196413277167,0.7166803586722833,0.03834926849731695
3648,38.0,4284,83217,87501,1131,3734,113281,33206,80076,113282,6764,0.0378171289348705,0.7346003778181882,0.009983933899472114,0.29312688688405925,0.7068731131159407,0.032961988665454356
3649,23.0,12752,193986,206738,1467,12827,278873,78203,200670,278873,18588,0.045726907947345206,0.6956069608746633,0.005260459062010306,0.2804251397589584,0.7195748602410417,0.04599584757219236
3650,,3618,80758,84380,570,4124,111989,33007,78982,111989,6626,0.03230674441239765,0.7211243961460501,0.005089785603943245,0.29473430426202574,0.7052656957379743,0.03682504531695077
3651,26.0,58,11087,11145,14,435,14632,4211,10421,14632,1341,0.0039639147074904315,0.7577227993439037,0.0009568069983597594,0.2877938764352105,0.7122061235647895,0.02972936030617824
3652,25.0,398,10389,10787,127,674,14518,4115,10403,14518,982,0.027414244386279103,0.7155944344951095,0.008747761399641825,0.2834412453505993,0.7165587546494008,0.04642512742802039
3653,26.0,11,1551,1562,1,94,2100,600,1500,2100,215,0.005238095238095238,0.7385714285714285,0.0004761904761904762,0.2857142857142857,0.7142857142857143,0.04476190476190476
3654,,340,5406,5746,38,303,7884,2203,5681,7884,562,0.043125317097919835,0.6856925418569254,0.004819888381532217,0.27942668696093353,0.7205733130390665,0.03843226788432268
3655,17.0,100,1774,1874,18,106,2683,720,1963,2683,194,0.03727171077152441,0.6612001490868431,0.006708907938874394,0.2683563175549758,0.7316436824450242,0.03950801341781588
3656,26.0,109,2702,2811,1,94,3646,1088,2558,3646,247,0.029895776193088315,0.7410861217772902,0.00027427317608337906,0.2984092155787164,0.7015907844212836,0.02578167855183763
3657,24.0,314,4144,4458,34,95,6052,1757,4295,6052,395,0.0518836748182419,0.6847323198942499,0.0056179775280898875,0.2903172504957039,0.7096827495042961,0.01569729015201586
3658,14.0,281,5634,5915,32,370,7895,2234,5661,7895,571,0.03559214692843572,0.7136162127929069,0.004053198226725776,0.28296390120329323,0.7170360987967068,0.046865104496516784
3659,14.0,1905,2116,4021,0,141,6288,1514,4774,6288,58,0.3029580152671756,0.33651399491094147,0.0,0.2407760814249364,0.7592239185750637,0.022423664122137404
3660,,146,3316,3462,49,186,4750,1350,3400,4750,375,0.030736842105263156,0.6981052631578948,0.01031578947368421,0.28421052631578947,0.7157894736842105,0.03915789473684211
3661,15.0,3343,85812,89364,596,11517,127470,32751,94725,127476,7325,0.026224544227933102,0.6731620069660171,0.004675389877310239,0.2569189494493081,0.7430810505506918,0.0903464181492987
3662,,77,8678,8755,14,349,11485,3357,8128,11485,1144,0.006704397039616891,0.755594253373966,0.001218981279930344,0.29229429690901176,0.7077057030909882,0.030387461906835
3663,,21524,469683,491207,2664,28270,671930,187125,484805,671930,48123,0.03203309868587502,0.6990058488235381,0.00396469870373402,0.27848883068176744,0.7215111693182326,0.042072834967928206
3664,34.0,662,19409,20071,163,768,25688,7656,18034,25690,1835,0.025768781627092254,0.7555079797586609,0.006344881276761386,0.2980147917477618,0.7019852082522382,0.029894900739587386
3665,37.0,691,16163,16854,70,766,21950,6405,15545,21950,1687,0.031480637813211844,0.7363553530751709,0.0031890660592255125,0.2917995444191344,0.7082004555808656,0.03489749430523918
3666,17.0,182,21514,21696,41,904,29220,8570,20650,29220,2119,0.00622861054072553,0.7362765229295003,0.0014031485284052019,0.2932922655715264,0.7067077344284737,0.030937713894592746
3667,34.0,91,1573,1664,9,81,2203,639,1564,2203,184,0.041307308216069,0.7140263277349069,0.0040853381752156154,0.2900590104403087,0.7099409895596913,0.03676804357694054
3668,17.0,175,10964,11139,62,597,15055,4265,10790,15055,1194,0.011624045167718366,0.7282630355363666,0.004118233145134507,0.2832945865161076,0.7167054134838924,0.039654599800730654
3669,26.0,537,12624,13161,68,711,17910,5053,12857,17910,1347,0.029983249581239532,0.704857621440536,0.0037967615857063095,0.28213288665549974,0.7178671133445003,0.03969849246231156
3670,,255,4376,4631,52,252,6444,1748,4696,6444,494,0.03957169459962756,0.6790813159528243,0.008069522036002483,0.271260086902545,0.728739913097455,0.03910614525139665
3671,23.0,296,9620,9916,19,404,12881,3789,9092,12881,1036,0.022979582330564397,0.7468364257433429,0.001475040757705147,0.29415418057604226,0.7058458194239577,0.03136402453225681
3672,44.0,2469,49009,51478,118,2725,70722,19325,51397,70722,4353,0.034911343005005514,0.692980967732813,0.0016685048499759621,0.27325301886258874,0.7267469811374113,0.03853115013715675
3673,16.0,353,5750,6103,118,1077,9277,2404,6873,9277,514,0.038051094103697315,0.6198124393661744,0.012719629190471057,0.2591354963889188,0.7408645036110811,0.11609356472997737
3674,27.0,236,7878,8114,82,431,10958,3050,7908,10958,887,0.021536776784084687,0.7189268114619456,0.007483117357181967,0.2783354626756707,0.7216645373243292,0.03933199488957839
3675,17.0,212,4716,4928,25,269,6554,1885,4669,6554,447,0.03234665852914251,0.7195605736954531,0.0038144644491913335,0.28761061946902655,0.7123893805309734,0.04104363747329875
3676,,692,16424,17116,78,394,22046,6714,15337,22051,1663,0.03138179674391184,0.7448188290780463,0.0035372545462790802,0.30447598748356086,0.6955240125164391,0.017867670400435354
3677,,55,13574,13629,62,2350,19629,4966,14663,19629,956,0.002801976667176117,0.6915278414590657,0.0031585918793621682,0.2529930205308472,0.7470069794691527,0.11972082123388864
3678,27.0,398,10376,10774,44,468,14464,4104,10360,14464,1084,0.027516592920353983,0.7173672566371682,0.0030420353982300885,0.28373893805309736,0.7162610619469026,0.03235619469026549
3679,25.0,856,20107,20963,72,1482,28320,7663,20657,28320,2242,0.030225988700564973,0.7099929378531074,0.002542372881355932,0.2705861581920904,0.7294138418079096,0.05233050847457627
3680,16.0,281,8205,8486,89,759,11792,3223,8569,11792,772,0.023829715061058344,0.6958107191316146,0.007547489823609227,0.2733208955223881,0.726679104477612,0.06436567164179105
3681,,215,4792,5007,11,322,6839,1929,4910,6839,492,0.03143734464102939,0.7006872349758737,0.0016084222839596433,0.28205878052346833,0.7179412194765317,0.04708290685772774
3682,24.0,86,4416,4502,17,233,5964,1721,4243,5964,491,0.014419852448021462,0.7404426559356136,0.002850435949027498,0.2885647216633132,0.7114352783366867,0.03906773977196512
3683,36.0,242,6602,6844,21,426,9270,2534,6736,9270,698,0.02610571736785329,0.7121898597626753,0.0022653721682847896,0.2733549083063646,0.7266450916936353,0.045954692556634306
3684,,31539,410167,441706,3491,19693,579344,166930,412415,579345,35946,0.05443906480594465,0.7079840164323503,0.006025770482182465,0.28813573949891685,0.7118642605010831,0.033991835607453245
3685,24.0,359,7419,7778,65,402,11054,2953,8101,11054,696,0.03247693142753754,0.6711597611724263,0.005880224353175321,0.2671431156142573,0.7328568843857427,0.03636692599963814
3686,,1290,24389,25679,227,1562,36078,9573,26505,36078,2141,0.03575586229835357,0.6760075392205777,0.006291923055601752,0.2653417595210378,0.7346582404789622,0.04329508287599091
3687,,52,3024,3076,39,125,4272,1174,3098,4272,358,0.012172284644194757,0.7078651685393258,0.009129213483146067,0.274812734082397,0.725187265917603,0.029260299625468163
3688,17.0,1295,42291,43586,252,2849,59357,16297,43060,59357,4754,0.02181714035412841,0.7124854692791077,0.0042454975824249876,0.27455902420944456,0.7254409757905554,0.0479977087790825
3689,23.0,6456,113984,120440,849,7301,166149,46074,120075,166149,11460,0.03885668887564776,0.686034824163853,0.005109871260133976,0.2773053102937725,0.7226946897062275,0.04394248535952669
3690,17.0,466,9114,9580,16,588,12794,3704,9090,12794,1040,0.03642332343285915,0.7123651711739878,0.0012505862122870095,0.2895107081444427,0.7104892918555573,0.0459590433015476
3691,,1455,53703,55158,226,2396,71246,21258,49988,71246,4265,0.020422199141004408,0.7537686326249895,0.003172107907812368,0.2983746455941386,0.7016253544058614,0.03362995817309042
3692,24.0,259,4172,4431,22,261,6020,1743,4277,6020,261,0.04302325581395349,0.6930232558139535,0.003654485049833887,0.2895348837209302,0.7104651162790697,0.04335548172757475
3693,35.0,119,3476,3595,3,144,4660,1382,3278,4660,356,0.025536480686695277,0.7459227467811159,0.0006437768240343348,0.29656652360515023,0.7034334763948498,0.030901287553648068
3694,23.0,81,1639,1720,17,124,2388,643,1745,2388,164,0.03391959798994975,0.6863484087102177,0.00711892797319933,0.2692629815745394,0.7307370184254607,0.051926298157453935
3695,,2390,52594,54984,456,1919,69754,21210,48544,69754,4418,0.034263268056312184,0.7539926025747627,0.006537259511999312,0.3040685838804943,0.6959314161195057,0.027510967112997105
3696,17.0,238,5978,6216,0,180,8120,2458,5662,8120,663,0.029310344827586206,0.7362068965517241,0.0,0.30270935960591133,0.6972906403940887,0.022167487684729065
3697,,761,17285,18046,581,1007,24934,6907,18027,24934,1677,0.030520574316194753,0.6932301275366969,0.02330151600224593,0.2770113098580252,0.7229886901419749,0.04038662067859148
3698,,571,22439,23010,81,616,31057,8839,22218,31057,2687,0.018385549151560036,0.7225102231381009,0.002608107672988376,0.2846057249573365,0.7153942750426635,0.0198344978587758
3699,,89,1731,1820,14,61,2456,713,1743,2456,209,0.03623778501628665,0.7048045602605864,0.005700325732899023,0.2903094462540717,0.7096905537459284,0.0248371335504886
3700,,357,6344,6701,15,239,8876,2508,6368,8876,574,0.04022082018927445,0.7147363677332131,0.0016899504281207751,0.2825597115817936,0.7174402884182064,0.026926543488057685
3701,,101,2033,2134,5,101,2809,787,2022,2809,188,0.03595585617657529,0.7237451050195799,0.00177999288002848,0.2801708793164827,0.7198291206835172,0.03595585617657529
3702,26.0,185,3788,3973,25,367,5659,1478,4181,5659,382,0.03269128821346528,0.6693762148789538,0.004417741650468281,0.26117688637568476,0.7388231136243153,0.06485244742887436
3703,37.0,2253,32224,34477,423,2970,46347,13213,33134,46347,2942,0.04861156061881028,0.6952769327033034,0.00912680432390446,0.28508857099704404,0.714911429002956,0.06408181759337174
3704,37.0,181,3268,3449,17,224,4687,1276,3411,4687,377,0.03861745252826968,0.6972477064220184,0.0036270535523789203,0.27224237251973543,0.7277576274802645,0.04779176445487519
3705,,587,11598,12185,85,648,16005,4642,11363,16005,1157,0.036676038737894406,0.7246485473289597,0.005310840362386754,0.2900343642611684,0.7099656357388316,0.04048734770384255
3706,16.0,41,1855,1896,4,66,2552,743,1809,2552,232,0.016065830721003135,0.7268808777429467,0.001567398119122257,0.2911442006269592,0.7088557993730408,0.02586206896551724
3707,16.0,468,9404,9872,33,521,13281,3745,9536,13281,954,0.035238310368195164,0.7080792109027935,0.002484752654167608,0.2819817784805361,0.7180182215194639,0.039228973721858296
3708,,137,3243,3380,17,559,4885,1283,3602,4885,322,0.02804503582395087,0.6638689866939611,0.003480040941658137,0.26264073694984647,0.7373592630501535,0.11443193449334699
3709,15.0,127,3772,3899,50,267,5059,1408,3651,5059,291,0.025103775449693614,0.7456018976082229,0.0098833761612967,0.27831587270211505,0.721684127297885,0.05277722870132437
3710,35.0,126,4815,4941,2,186,6317,1925,4392,6317,427,0.019946176982744975,0.7622289061263258,0.00031660598385309483,0.30473325945860374,0.6952667405413963,0.02944435649833782
3711,16.0,180,2870,3050,1,213,4212,1168,3044,4212,262,0.042735042735042736,0.681386514719848,0.00023741690408357076,0.27730294396961064,0.7226970560303894,0.05056980056980057
3712,,741,10551,11292,31,621,15004,4343,10661,15004,949,0.049386830178619036,0.7032124766728872,0.002066115702479339,0.28945614502799255,0.7105438549720074,0.04138896294321514
3713,,6483,176730,183213,2229,8834,242274,70062,172212,242274,18955,0.026758958864756432,0.7294633349018054,0.009200326902597885,0.2891849723866366,0.7108150276133633,0.03646284784995501
3714,17.0,239,8958,9197,83,592,12125,3547,8578,12125,821,0.019711340206185566,0.7388041237113402,0.006845360824742268,0.2925360824742268,0.7074639175257732,0.04882474226804124
3715,16.0,324,9414,9738,18,444,13004,3610,9394,13004,999,0.024915410642879113,0.7239310981236543,0.0013841894801599507,0.27760689018763457,0.7223931098123654,0.034143340510612116
3716,,7670,202211,209881,728,7114,274226,80348,193878,274226,21670,0.027969630888391328,0.7373881397095826,0.00265474462669477,0.2929992050352629,0.7070007949647371,0.025942106146025542
3717,16.0,716,12809,13525,30,637,18095,5013,13082,18095,1395,0.03956894169660127,0.7078751036197845,0.0016579165515335729,0.27703785576126,0.72296214423874,0.035203094777562866
3718,,124,5028,5152,3,240,6675,1984,4691,6675,482,0.018576779026217228,0.7532584269662921,0.00044943820224719103,0.29722846441947565,0.7027715355805243,0.035955056179775284
3719,24.0,18,4633,4651,13,178,6160,1834,4326,6160,510,0.002922077922077922,0.7521103896103896,0.0021103896103896102,0.29772727272727273,0.7022727272727273,0.028896103896103895
3720,24.0,2637,57895,60532,1195,3611,80764,22315,58449,80764,4973,0.03265068594918528,0.7168416621266901,0.014796196325095339,0.2762988460205042,0.7237011539794959,0.044710514585706504
3721,27.0,252,5526,5778,31,435,8016,2146,5870,8016,543,0.03143712574850299,0.6893712574850299,0.003867265469061876,0.26771457085828343,0.7322854291417166,0.05426646706586826
3722,15.0,63,9747,9810,15,1475,14218,3712,10506,14218,976,0.004431002954001969,0.6855394570263047,0.0010550007033338022,0.2610775073850049,0.7389224926149951,0.10374173582782388
3723,,327,13470,13797,17,1692,19220,5827,13393,19220,1014,0.017013527575442246,0.7008324661810614,0.0008844953173777315,0.30317377731529654,0.6968262226847034,0.08803329864724245
3724,17.0,942,36915,37857,88,3446,51575,14382,37193,51575,4366,0.018264663111972855,0.7157537566650509,0.0017062530295685894,0.27885603490063016,0.7211439650993698,0.06681531749878818
3725,,751,25420,26171,701,918,35200,10175,25025,35200,2517,0.021335227272727273,0.7221590909090909,0.01991477272727273,0.2890625,0.7109375,0.026079545454545456
3726,27.0,160,5224,5384,97,268,7241,2083,5158,7241,562,0.022096395525479907,0.721447313906919,0.013395939787322193,0.2876674492473415,0.7123325507526584,0.037011462505178845
3727,25.0,125,6790,6915,115,306,9358,2617,6741,9358,742,0.013357555033126736,0.7255823893994443,0.012288950630476598,0.27965377217354137,0.7203462278264586,0.03269929472109425
3728,37.0,216,4659,4875,31,246,6601,1890,4711,6601,472,0.03272231480078776,0.7058021511892137,0.00469625814270565,0.2863202545068929,0.7136797454931071,0.037267080745341616
3729,27.0,914,37012,37926,100,2537,51654,14193,37463,51656,3807,0.017693975530432088,0.7165092148056373,0.0019358835372463993,0.27475995044138146,0.7252400495586185,0.04911336533994115
3730,23.0,818,27451,28269,101,2372,37538,10826,26712,37538,2858,0.021791251531781127,0.7312856305610315,0.002690606851723587,0.2884010868986094,0.7115989131013906,0.06318930150780543
3731,26.0,1210,26106,27316,216,1589,36479,10328,26151,36479,2419,0.03316976890813893,0.7156446174511363,0.005921214945585131,0.28312179610186683,0.7168782038981332,0.043559308095068396
3732,26.0,140,3147,3287,3,145,4385,1258,3127,4385,329,0.03192702394526796,0.7176738882554162,0.0006841505131128849,0.2868871151653364,0.7131128848346636,0.0330672748004561
3733,14.0,234,3576,3810,15,237,5420,1427,3993,5420,311,0.04317343173431734,0.6597785977859778,0.0027675276752767526,0.2632841328413284,0.7367158671586715,0.04372693726937269
3734,23.0,626,14931,15557,47,542,19684,6035,13649,19684,1387,0.031802479170900226,0.7585348506401138,0.0023877260719365983,0.30659418817313555,0.6934058118268644,0.027535053850843323
3735,,74,8339,8413,3,289,11223,3195,8028,11223,1100,0.006593602423594404,0.7430277109507262,0.0002673082063619353,0.2846832397754611,0.7153167602245389,0.02575069054619977
3736,,512,15105,15617,116,715,21237,5893,15344,21237,1643,0.024108866600743985,0.7112586523520271,0.005462165089231059,0.2774874040589537,0.7225125959410463,0.03366765550689834
3737,26.0,923,28585,29508,361,1407,37533,11151,26382,37533,1954,0.024591692643806784,0.7615964617803,0.00961820264833613,0.2970985532731197,0.7029014467268804,0.03748701142994165
3738,,128,2499,2627,47,159,3723,906,2817,3723,186,0.034380875637926404,0.6712328767123288,0.012624227773301102,0.24335213537469783,0.7566478646253022,0.0427074939564867
3739,,96,3174,3270,49,162,4405,1269,3136,4405,333,0.021793416572077184,0.7205448354143019,0.01112372304199773,0.28808172531214526,0.7119182746878547,0.03677639046538025
3740,13.0,304,7140,7444,106,388,10949,2872,8077,10949,638,0.02776509270252991,0.6521143483423144,0.009681249429171614,0.26230706000547993,0.73769293999452,0.03543702621243949
3741,17.0,78,4091,4169,22,331,5846,1549,4297,5846,394,0.013342456380431064,0.699794731440301,0.00376325692781389,0.26496749914471435,0.7350325008552857,0.056619911050290794
3742,,208,6433,6641,20,538,9223,2528,6695,9223,718,0.022552314865011386,0.6974953919548954,0.0021684918139434025,0.27409736528244605,0.7259026347175539,0.05833242979507752
3743,14.0,3417,36826,40243,224,5746,57236,15956,41280,57236,2312,0.059700188692431336,0.6434062478160598,0.0039136207980990986,0.27877559577888045,0.7212244042211196,0.1003913620798099
3744,25.0,588,15018,15606,72,829,21370,5938,15432,21370,1626,0.027515208235844642,0.7027608797379504,0.0033692091717360787,0.27786616752456716,0.7221338324754328,0.038792700046794575
3745,,401,13317,13718,65,671,18076,5166,12910,18076,1577,0.022184111529099357,0.7367227262668732,0.003595928302721841,0.28579331710555433,0.7142066828944457,0.03712104447886701
3746,14.0,113,2456,2569,6,125,3498,974,2524,3498,243,0.03230417381360778,0.7021154945683248,0.0017152658662092624,0.27844482561463696,0.7215551743853631,0.0357347055460263
3747,,843,16688,17531,118,985,23772,6796,16977,23773,1917,0.035460396247844195,0.7019728263155681,0.004963614184158499,0.28587052538594204,0.714129474614058,0.04143355907962815
3748,15.0,355,6902,7257,167,762,10037,2617,7420,10037,523,0.03536913420344725,0.6876556740061771,0.016638437780213212,0.2607352794659759,0.7392647205340241,0.07591909933246986
3749,,140,3988,4128,12,266,5685,1533,4152,5685,431,0.024626209322779244,0.701495162708883,0.0021108179419525065,0.2696569920844327,0.7303430079155673,0.04678979771328056
3750,,460,18615,19075,27,834,24790,7161,17629,24790,2152,0.01855586930213796,0.7509076240419524,0.0010891488503428802,0.2888664784187172,0.7111335215812827,0.0336425978217023
3751,,763,21904,22667,14,1085,31706,8725,22981,31706,2471,0.02406484577051662,0.6908471582665742,0.0004415568031287453,0.2751845076641645,0.7248154923358355,0.034220652242477764
3752,15.0,2804,55980,58784,343,4219,80551,22353,58198,80551,5644,0.03481024444140979,0.6949634393117404,0.004258171841442068,0.2775012104132785,0.7224987895867214,0.05237675509925389
3753,17.0,606,7128,7734,129,472,10674,2889,7785,10674,598,0.0567734682405846,0.6677908937605397,0.012085441259134345,0.2706576728499157,0.7293423271500843,0.04421959902566985
3754,25.0,357,9180,9537,55,433,12740,3657,9083,12740,1049,0.028021978021978023,0.7205651491365777,0.0043171114599686025,0.2870486656200942,0.7129513343799058,0.03398744113029827
3755,14.0,1169,20564,21733,105,1668,29764,8222,21542,29764,2026,0.03927563499529633,0.6909017605160597,0.0035277516462841017,0.27623975272140844,0.7237602472785916,0.056040854723827443
3756,,106,3371,3477,25,281,5151,1331,3820,5151,349,0.0205785284410794,0.654436031838478,0.0048534265191225,0.2583964278780819,0.7416035721219181,0.05455251407493691
3757,15.0,407,8972,9379,28,481,12374,3567,8807,12374,926,0.03289154679165993,0.7250686924195895,0.0022628091158881525,0.2882657184418943,0.7117342815581057,0.03887182802650719
3758,17.0,7602,180413,188015,390,8131,245031,72584,172489,245073,18046,0.03101932893464396,0.7361602461307447,0.001591362573600519,0.2961729770313335,0.7038270229686665,0.03317786945114313
3759,,213,7541,7754,17,548,10452,2930,7522,10452,718,0.020378874856486796,0.7214887102946804,0.0016264829697665518,0.2803291236127057,0.7196708763872943,0.052430156907768845
3760,,675,16367,17042,49,525,22401,6499,15902,22401,1846,0.030132583366813983,0.7306370251328066,0.0021874023481094594,0.29012097674210974,0.7098790232578903,0.02343645372974421
3761,26.0,66,1814,1880,0,92,2490,719,1771,2490,220,0.02650602409638554,0.7285140562248996,0.0,0.2887550200803213,0.7112449799196787,0.036947791164658635
3762,27.0,45,2770,2815,13,123,3746,1083,2663,3746,243,0.01201281366791244,0.7394554191137213,0.0034703683929524828,0.28910838227442603,0.710891617725574,0.03283502402562734
3763,34.0,3401,78498,81899,207,4588,107559,30985,76589,107574,7622,0.031615446111513935,0.7297116403591946,0.0019242567906743264,0.2880342833770242,0.7119657166229758,0.042649710896685074
3764,25.0,327,10728,11055,71,527,14502,4213,10289,14502,1098,0.02254861398427803,0.7397600330988829,0.004895876430837126,0.2905116535650255,0.7094883464349745,0.03633981519790374
3765,25.0,602,15776,16378,60,624,21395,6186,15209,21395,1714,0.028137415283944846,0.7373685440523486,0.002804393549894835,0.2891329749941575,0.7108670250058425,0.029165692918906288
3766,,5012,105372,110384,1352,5506,149747,42130,107617,149747,10266,0.03346978570522281,0.703666851422733,0.009028561507075266,0.2813411954830481,0.718658804516952,0.03676868317896185
3767,16.0,133,1653,1786,112,127,2770,668,2102,2770,120,0.048014440433213,0.5967509025270759,0.04043321299638989,0.24115523465703972,0.7588447653429603,0.04584837545126354
3768,,784,16479,17263,71,958,22934,6598,16336,22934,1505,0.03418505276009418,0.7185401587163164,0.003095840237202407,0.287695125141711,0.712304874858289,0.04177204151042121
3769,,2231,36706,38937,197,2018,52491,15217,37274,52491,2013,0.04250252424225105,0.6992817816387571,0.003753024327980035,0.2898973157303157,0.7101026842696844,0.03844468575565335
3770,17.0,1450,20415,21865,31,1196,28790,8071,20719,28790,1819,0.050364709968739145,0.7091003820771101,0.0010767627648489058,0.2803403959708232,0.7196596040291768,0.04154220215352553
3771,23.0,1143,35560,36703,26,1233,48232,14346,33886,48232,4025,0.023697959860673412,0.7372698623320617,0.0005390612041797976,0.2974373859678222,0.7025626140321778,0.025563940952065017
3772,,45550,760606,806156,5734,40146,1077375,307953,769422,1077375,79398,0.04227868662257803,0.7059807402250842,0.005322195150249449,0.28583640793595544,0.7141635920640446,0.0372627915071354
3773,16.0,76,3283,3359,7,189,4645,1272,3373,4645,283,0.01636167922497309,0.7067814854682454,0.0015069967707212056,0.2738428417653391,0.7261571582346609,0.04068891280947255
3774,,214,3240,3454,29,546,5183,1294,3889,5183,310,0.04128882886359252,0.625120586532896,0.0055952151263746865,0.2496623577078912,0.7503376422921089,0.10534439513795099
3775,,3488,92538,96026,573,6047,129535,36637,92898,129535,10114,0.026927085343729493,0.7143860732620527,0.0044235148801482225,0.2828347550854981,0.7171652449145018,0.04668236383988884
3776,16.0,4075,69688,73763,275,7592,104051,27857,76194,104051,7986,0.03916348713611594,0.6697484887218768,0.002642934714707211,0.26772448126399556,0.7322755187360045,0.07296421946929871
3777,16.0,184,7539,7723,21,401,10318,2929,7389,10318,955,0.017832913355301416,0.7306648575305291,0.0020352781546811396,0.2838728435743361,0.7161271564256639,0.03886412095367319
3778,17.0,28606,482941,511547,2867,26823,705956,197537,508419,705956,51040,0.04052093898203288,0.6840950427505397,0.004061159619013083,0.27981488931321497,0.720185110686785,0.03799528582517891
3779,15.0,143,3448,3591,8,219,5034,1374,3660,5034,355,0.02840683353198252,0.6849423917361939,0.0015891934843067143,0.2729439809296782,0.7270560190703218,0.043504171632896306
