user.id,max_text,text_len,age,Upper_character,Lower_character,Alphabets,Numeric,Punctuation,Printable,Vowel,Consonent,All_Characters,Stop words,Upper_ratio,Lower_ratio,Number_ratio,Vowel_ratio,Consonent_ratio,Punctuation_ratio,gender_female,gender_male,sign_Aquarius,sign_Aries,sign_Cancer,sign_Capricorn,sign_Gemini,sign_Leo,sign_Libra,sign_Pisces,sign_Sagittarius,sign_Scorpio,sign_Taurus,sign_Virgo,topic_Accounting,topic_Advertising,topic_Agriculture,topic_Architecture,topic_Arts,topic_Automotive,topic_Banking,topic_Biotech,topic_BusinessServices,topic_Chemicals,topic_Communications-Media,topic_Construction,topic_Consulting,topic_Education,topic_Engineering,topic_Environment,topic_Fashion,topic_Government,topic_HumanResources,topic_Internet,topic_InvestmentBanking,topic_Law,topic_LawEnforcement-Security,topic_Manufacturing,topic_Maritime,topic_Marketing,topic_Military,topic_Museums-Libraries,topic_Non-Profit,topic_Publishing,topic_RealEstate,topic_Religion,topic_Science,topic_Sports-Recreation,topic_Student,topic_Technology,topic_Telecommunications,topic_Tourism,topic_Transportation,topic_indUnk
3037,1039,2766,13.0,287,1698,1985,18,203,2769,748,2021,2769,168,0.10364752618273745,0.6132177681473456,0.0065005417118093175,0.2701336222462983,0.7298663777537017,0.07331166486096063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3038,4218,55840,16.0,549,41248,41797,71,1844,55869,15768,40101,55869,5329,0.00982655855662353,0.7382985197515617,0.0012708299772682524,0.2822316490361381,0.7177683509638619,0.03300578138144588,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3039,1739,4355,17.0,126,3132,3258,0,147,4357,1268,3089,4357,318,0.02891898095019509,0.7188432407619922,0.0,0.29102593527656645,0.7089740647234336,0.03373881110856094,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3041,1679,3180,14.0,24,2278,2302,9,198,3182,800,2382,3182,228,0.00754242614707731,0.715901948460088,0.0028284098051539913,0.251414204902577,0.748585795097423,0.06222501571338781,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3042,4983,17099,17.0,207,12677,12884,26,889,17106,5097,12009,17106,745,0.012101017186951947,0.7410849994154098,0.001519934525897346,0.2979656260961066,0.7020343739038933,0.051970068981643865,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3046,7553,187885,23.0,6873,133839,140712,927,7015,187992,53401,134591,187992,13338,0.03656006638580365,0.7119398697816929,0.004931060896208349,0.2840599599982978,0.7159400400017022,0.03731541767734797,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3047,3083,87486,17.0,1064,65510,66574,279,3893,87545,25270,62275,87545,6516,0.012153749500257011,0.7483008738363127,0.003186932434747844,0.288651550631104,0.711348449368896,0.044468559026786224,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3050,1905,5543,16.0,208,3912,4120,11,171,5549,1554,3995,5549,473,0.03748423139304379,0.7049918904307082,0.0019823391602090466,0.2800504595422599,0.7199495404577402,0.03081636330870427,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3051,18061,84788,40.0,2107,62749,64856,411,3957,84806,23939,60867,84806,5936,0.024844940216494117,0.7399122703582294,0.004846355210716223,0.28227955569181423,0.7177204443081857,0.0466594344739759,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3054,6371,14302,33.0,311,10540,10851,37,704,14306,3827,10479,14306,1061,0.021739130434782608,0.7367538095903816,0.0025863274150705997,0.2675101356074374,0.7324898643925626,0.04921012162728925,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3055,5130,24461,26.0,708,17253,17961,76,1238,24479,6495,17984,24479,1807,0.02892275011234119,0.7048082029494669,0.0031047019894603536,0.2653294660729605,0.7346705339270395,0.0505739613546305,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3056,11100,17419,35.0,298,13281,13579,6,378,17426,5123,12303,17426,1390,0.017100883736944794,0.7621370366119592,0.00034431309537472744,0.29398599793412145,0.7060140020658786,0.021691725008607828,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,17301,634885,35.0,26163,461806,487969,3087,23105,635087,186364,448728,635092,41522,0.04119560630585805,0.7271481927027895,0.004860713093536055,0.2934440994375618,0.7065559005624382,0.036380555887965835,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3058,4179,19582,26.0,616,13521,14137,148,660,19591,5386,14205,19591,1603,0.031443009545199324,0.6901638507477924,0.0075544893063141235,0.27492215813383697,0.7250778418661631,0.033688938798427846,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3059,2139,2139,14.0,139,1461,1600,20,80,2139,627,1512,2139,175,0.06498363721365123,0.6830294530154277,0.009350163627863487,0.29312762973352036,0.7068723702664796,0.03740065451145395,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3060,4943,28721,35.0,836,20691,21527,105,1398,28738,7739,20999,28738,1950,0.029090402950796856,0.7199874730322221,0.003653698935207739,0.26929501009116846,0.7307049899088315,0.048646391537337325,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3061,6696,14802,17.0,673,10182,10855,11,545,14813,4190,10623,14813,1240,0.04543306555052994,0.6873692027273341,0.0007425909673935057,0.28285965030716265,0.7171403496928374,0.03679200702086006,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3064,2084,5668,26.0,186,3977,4163,12,187,5675,1562,4113,5675,477,0.032775330396475774,0.7007929515418502,0.0021145374449339205,0.27524229074889867,0.7247577092511013,0.03295154185022026,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,4185,33134,27.0,1656,23571,25227,145,1397,33146,9440,23706,33146,2178,0.0499607795812466,0.7111265311048091,0.004374585168647801,0.2848005792554154,0.7151994207445845,0.042146865383455016,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069,3112,26885,26.0,839,19637,20476,90,726,26908,7852,19056,26908,2047,0.031180318121004906,0.7297829641742233,0.003344730191764531,0.2918091273970566,0.7081908726029433,0.02698082354690055,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070,1980,14143,16.0,2947,7439,10386,58,800,14156,3922,10234,14156,753,0.2081802769143826,0.5255015541113309,0.004097202599604408,0.2770556654422153,0.7229443345577847,0.05651313930488839,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3071,3909,13442,24.0,408,9673,10081,34,544,13452,3821,9631,13452,977,0.030330062444246207,0.7190752304490039,0.002527505203687184,0.28404698186143323,0.7159530181385667,0.040440083258994945,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3073,1671,7832,27.0,274,5743,6017,8,261,7840,2293,5547,7840,557,0.03494897959183674,0.7325255102040816,0.0010204081632653062,0.2924744897959184,0.7075255102040816,0.03329081632653061,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3077,2481,32233,17.0,1171,22169,23340,108,1683,32277,8831,23446,32277,2199,0.036279703813861267,0.6868358273693342,0.003346035876940236,0.273600396567215,0.726399603432785,0.052142392415652015,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3079,2117,2117,25.0,55,1513,1568,5,94,2117,592,1525,2117,184,0.025980160604629193,0.7146905999055266,0.0023618327822390174,0.2796410014170997,0.7203589985829003,0.044402456306093525,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3080,4783,6225,27.0,139,4599,4738,4,360,6226,1636,4590,6226,389,0.022325730806296178,0.7386765178284613,0.00064246707356248,0.2627690330870543,0.7372309669129458,0.05782203662062319,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3082,6054,66809,33.0,1983,48590,50573,438,2612,66838,19096,47742,66838,4854,0.029668751309135523,0.7269816571411473,0.006553158382955803,0.2857057362578174,0.7142942637421826,0.03907956551662228,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,1750,9298,13.0,401,6270,6671,24,445,9319,2554,6765,9319,718,0.04303036806524305,0.6728189719927031,0.002575383624852452,0.2740637407447151,0.7259362592552849,0.04775190471080588,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3085,13349,58493,14.0,5975,35162,41137,870,3626,58547,15605,42942,58547,2921,0.10205475942405247,0.6005773139528926,0.01485985618392061,0.2665379951150358,0.7334620048849643,0.061933147727466824,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3086,1149,6598,16.0,301,4479,4780,58,206,6621,1825,4796,6621,451,0.04546141066304184,0.676483914816493,0.008760006041383477,0.27563812112973873,0.7243618788702613,0.031113124905603383,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3087,3835,49719,23.0,1459,35306,36765,173,2174,49800,13565,36235,49800,3215,0.02929718875502008,0.7089558232931726,0.0034738955823293174,0.2723895582329317,0.7276104417670682,0.04365461847389558,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3090,5672,44028,16.0,1349,30771,32120,209,2637,44057,12031,32026,44057,2868,0.030619424836007898,0.6984361168486279,0.004743854552057562,0.27307805797035656,0.7269219420296434,0.05985427968313775,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3091,6179,233414,17.0,9669,167887,177556,908,8561,233621,68646,164977,233623,16601,0.041387192185700895,0.7186235944234942,0.0038866036306356823,0.2938323709566267,0.7061676290433733,0.036644508460211535,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3092,980,2953,46.0,95,2139,2234,2,94,2959,846,2113,2959,148,0.032105441027374115,0.7228793511321392,0.0006759040216289286,0.28590740114903684,0.7140925988509632,0.031767489016559645,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,11455,627133,24.0,26256,429285,455541,5477,33117,627633,171619,456076,627695,40809,0.04182923235010634,0.6839069930459857,0.008725575319223508,0.2734114498283402,0.7265885501716598,0.052759700172854654,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3095,13754,26619,25.0,663,19799,20462,25,768,26623,7856,18767,26623,2084,0.024903279119558277,0.7436802764526913,0.0009390376741914885,0.29508319873793337,0.7049168012620667,0.028847237351162527,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3099,4103,125651,17.0,3504,93640,97144,85,5013,125723,37008,88715,125723,9449,0.027870795319869874,0.7448120073494906,0.0006760894983415922,0.2943614135838311,0.7056385864161688,0.03987337241395767,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3101,5858,72611,24.0,2911,51402,54313,277,2569,72672,20825,51847,72672,5153,0.04005669308674593,0.7073150594451784,0.0038116468516072215,0.28656153676794366,0.7134384632320564,0.035350616468516075,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3102,1762,3168,26.0,58,2275,2333,5,158,3169,879,2290,3169,277,0.018302303565793626,0.7178920795203534,0.001577784790154623,0.2773745661091827,0.7226254338908173,0.04985799936888608,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3104,2350,4656,24.0,193,3292,3485,16,168,4660,1347,3313,4660,308,0.04141630901287554,0.7064377682403433,0.0034334763948497852,0.2890557939914163,0.7109442060085837,0.036051502145922745,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3105,2754,10536,24.0,296,7760,8056,17,337,10545,3079,7466,10545,749,0.028070175438596492,0.7358937885253675,0.0016121384542437174,0.29198672356567096,0.7080132764343291,0.03195827406353722,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3107,1468,3277,23.0,68,2405,2473,1,121,3281,947,2334,3281,250,0.02072538860103627,0.7330082291984151,0.00030478512648582747,0.28863151478207866,0.7113684852179214,0.03687900030478513,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,4028,4962,25.0,114,3551,3665,6,368,4963,1353,3610,4963,344,0.0229699778359863,0.7154946604876083,0.0012089462018940156,0.27261736852710056,0.7273826314728995,0.07414870038283296,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3109,9936,523157,35.0,13550,394094,407644,2251,15426,523277,156781,366496,523277,39297,0.025894507115734114,0.7531269289496767,0.004301736938562176,0.2996137800820598,0.7003862199179403,0.02947960640349184,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3110,3150,3150,16.0,43,2237,2280,22,210,3150,857,2293,3150,201,0.013650793650793651,0.7101587301587302,0.006984126984126984,0.27206349206349206,0.7279365079365079,0.06666666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3112,5652,100254,27.0,2519,74251,76770,149,3470,100292,29169,71124,100293,7419,0.025116408921858954,0.7403408014517464,0.001485647054131395,0.2908378451138165,0.7091621548861835,0.03459862602574457,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3114,1195,2457,23.0,86,1794,1880,14,73,2459,692,1767,2459,154,0.03497356649044327,0.7295648637657585,0.0056933712891419274,0.2814152094347296,0.7185847905652705,0.029686864579097194,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3115,5134,224820,15.0,5862,158919,164781,279,7602,225301,63241,162060,225301,17040,0.026018526327002543,0.7053630476562466,0.0012383433717560064,0.2806956027714036,0.7193043972285964,0.03374152800031957,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3116,2340,2396,16.0,41,1794,1835,0,64,2397,675,1722,2397,211,0.017104714226115977,0.7484355444305382,0.0,0.2816020025031289,0.718397997496871,0.026700041718815185,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3117,9224,152914,14.0,4497,110190,114687,243,6685,152975,43742,109233,152975,11668,0.0293969602876287,0.7203137767609087,0.0015884948521000164,0.28594214740970747,0.7140578525902925,0.04369995097238111,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3119,3701,56999,25.0,2293,39655,41948,188,1869,57055,15973,41082,57055,4537,0.04018929103496626,0.6950311103321356,0.0032950661642275,0.27995793532556307,0.720042064674437,0.032757865217772325,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3120,7432,27071,23.0,775,19940,20715,105,911,27076,7860,19216,27076,2184,0.028623134879598167,0.7364455606441128,0.0038779731127197518,0.2902939872950214,0.7097060127049786,0.03364603338750185,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,880,7509,17.0,67,5049,5116,46,274,7540,2010,5530,7540,318,0.008885941644562334,0.6696286472148542,0.00610079575596817,0.26657824933687,0.73342175066313,0.0363395225464191,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3122,3688,12816,38.0,512,9279,9791,71,506,12821,3729,9092,12821,886,0.03993448248966539,0.7237344980890726,0.005537789563996568,0.2908509476639888,0.7091490523360112,0.039466500272989626,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3123,2567,3493,27.0,154,2511,2665,9,134,3494,978,2516,3494,257,0.044075558099599316,0.7186605609616485,0.0025758443045220377,0.2799084144247281,0.7200915855752719,0.0383514596451059,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,584,2014,15.0,60,1327,1387,10,125,2020,531,1489,2020,130,0.0297029702970297,0.656930693069307,0.0049504950495049506,0.2628712871287129,0.7371287128712871,0.06188118811881188,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3125,1129,3344,14.0,138,2313,2451,11,184,3347,925,2422,3347,232,0.041230953092321485,0.691066626829997,0.0032865252464893933,0.27636689572751716,0.7236331042724828,0.05497460412309531,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3126,11292,80543,16.0,2453,58037,60490,472,3584,80566,23043,57523,80566,7285,0.03044708686046223,0.7203659111784128,0.0058585507534195565,0.2860139512945908,0.7139860487054093,0.044485266737829855,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,2106,10720,16.0,208,7394,7602,21,718,10733,2848,7885,10733,844,0.019379483834901706,0.6889033820926116,0.001956582502562191,0.26534985558557717,0.7346501444144228,0.06689648746855492,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3129,4601,8995,24.0,271,6732,7003,21,274,9002,2670,6332,9002,566,0.030104421239724507,0.7478338147078427,0.0023328149300155523,0.29660075538769165,0.7033992446123084,0.030437680515441014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,3772,5620,15.0,135,3116,3251,398,1110,5621,1209,4412,5621,290,0.024017078811599358,0.5543497598292119,0.07080590642234477,0.21508628357943427,0.7849137164205657,0.19747375911759474,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3133,876,2681,35.0,109,1847,1956,17,92,2685,743,1942,2685,169,0.04059590316573557,0.6878957169459963,0.00633147113594041,0.27672253258845436,0.7232774674115456,0.03426443202979516,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3134,3327,26355,15.0,442,19040,19482,46,1138,26382,7504,18878,26382,2320,0.016753847320142522,0.7217041922522932,0.001743613069517095,0.28443635812296264,0.7155636418770374,0.04313547115457509,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3136,801,2313,15.0,3,1692,1695,3,126,2316,611,1705,2316,194,0.0012953367875647669,0.7305699481865285,0.0012953367875647669,0.26381692573402415,0.7361830742659758,0.054404145077720206,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3138,1426,3327,25.0,101,2346,2447,2,144,3330,943,2387,3330,212,0.03033033033033033,0.7045045045045045,0.0006006006006006006,0.2831831831831832,0.7168168168168169,0.043243243243243246,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3139,23234,85028,15.0,1917,56014,61251,272,6307,84993,22029,63069,85098,4554,0.022526968906437284,0.6582293355895555,0.003196314837011446,0.25886624832546007,0.74113375167454,0.07411455028320289,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
